




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Valhalla                      2500                          163                           335                           284                           0                             0                             0                             782                           59                            111                           98                            0                             0                             0                             268                           131                           362                           151                           0                             0                             0                             644                           42                            48                            37                            0                             0                             0                             127                           108                           169                           98                            0                             0                             0                             375                           63                            154                           86                            0                             0                             0                             303                           85                            111                           75                            0                             0                             0                             271                           75                            171                           141                           0                             0                             0                             387                           24                            29                            39                            0                             0                             0                             92                            75                            106                           138                           0                             0                             0                             319                           1                             3                             9                             0                             0                             0                             13                            3581                          
Valley State Park             3611                          89                            323                           75                            0                             0                             0                             487                           99                            328                           136                           0                             0                             0                             563                           204                           871                           201                           0                             0                             0                             1276                          61                            139                           53                            0                             0                             0                             253                           193                           518                           158                           0                             0                             0                             869                           62                            233                           41                            0                             0                             0                             336                           73                            212                           69                            0                             0                             0                             354                           130                           358                           139                           0                             0                             0                             627                           47                            70                            38                            0                             0                             0                             155                           53                            164                           92                            0                             0                             0                             309                           7                             4                             6                             0                             0                             0                             17                            5246                          
Wildewood                     3244                          293                           532                           488                           0                             0                             0                             1313                          63                            176                           131                           0                             0                             0                             370                           118                           425                           196                           0                             0                             0                             739                           33                            58                            47                            0                             0                             0                             138                           106                           211                           100                           0                             0                             0                             417                           71                            201                           83                            0                             0                             0                             355                           77                            148                           77                            0                             0                             0                             302                           86                            210                           161                           0                             0                             0                             457                           24                            41                            27                            0                             0                             0                             92                            80                            134                           185                           0                             0                             0                             399                           5                             2                             6                             0                             0                             0                             13                            4595                          
Woodfield                     2820                          131                           216                           115                           0                             0                             0                             462                           60                            129                           71                            0                             0                             0                             260                           154                           375                           136                           0                             0                             0                             665                           60                            72                            43                            0                             0                             0                             175                           159                           228                           99                            0                             0                             0                             486                           67                            90                            48                            0                             0                             0                             205                           99                            142                           62                            0                             0                             0                             303                           78                            165                           82                            0                             0                             0                             325                           42                            64                            42                            0                             0                             0                             148                           82                            92                            95                            0                             0                             0                             269                           5                             5                             0                             0                             0                             0                             10                            3308                          
Failsafe                      0                             0                             0                             0                             2                             0                             0                             2                             0                             0                             0                             3                             0                             0                             3                             0                             0                             0                             7                             0                             0                             7                             0                             0                             0                             2                             0                             0                             2                             0                             0                             0                             7                             0                             0                             7                             0                             0                             0                             4                             0                             0                             4                             0                             0                             0                             1                             0                             0                             1                             0                             0                             0                             4                             0                             0                             4                             0                             0                             0                             1                             0                             0                             1                             0                             0                             0                             2                             0                             0                             2                             0                             0                             0                             2                             0                             0                             2                             35                            
Provisional                   0                             0                             0                             0                             0                             19                            0                             19                            0                             0                             0                             0                             8                             0                             8                             0                             0                             0                             0                             13                            0                             13                            0                             0                             0                             0                             3                             0                             3                             0                             0                             0                             0                             10                            0                             10                            0                             0                             0                             0                             7                             0                             7                             0                             0                             0                             0                             8                             0                             8                             0                             0                             0                             0                             13                            0                             13                            0                             0                             0                             0                             3                             0                             3                             0                             0                             0                             0                             8                             0                             8                             0                             0                             0                             0                             3                             0                             3                             95                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Totals:                       118620                        6925                          12900                         6944                          2                             19                            0                             26790                         2640                          7720                          4274                          3                             8                             0                             14645                         5877                          20061                         6443                          7                             13                            0                             32401                         1842                          3142                          1765                          2                             3                             0                             6754                          5355                          11641                         4651                          7                             10                            0                             21664                         2682                          6894                          2367                          4                             7                             0                             11954                         3485                          5630                          2512                          1                             8                             0                             11636                         3631                          9047                          4934                          4                             13                            0                             17629                         1408                          1812                          1151                          1                             3                             0                             4375                          2922                          5320                          4287                          2                             8                             0                             12539                         284                           234                           172                           2                             3                             0                             695                           161082                        

                                                                                                                                                                                                                                                                                                                                                                                                                                                     School Board District 5 (Vote For 1)
                                                            Robert Gantt                                                                                                                                                                                                      Matt Hogan                                                                                                                                                                                                        Jane Westbury                                                                                                                                                                                                     Write-In                                                                                                                                                                                                          
County                        Registered Voters             Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Election Day                  In-Person Absentee            Absentee By Mail              Failsafe                      Provisional                   Failsafe Provisional          Choice Total                  Total                         
Ballentine 1                  1685                          129                           221                           57                            0                             0                             0                             407                           161                           255                           73                            0                             0                             0                             489                           51                            87                            31                            0                             0                             0                             169                           2                             3                             2                             0                             0                             0                             7                             1072                          
Ballentine 2                  2058                          162                           275                           104                           0                             0                             0                             541                           122                           345                           91                            0                             0                             0                             558                           27                            114                           72                            0                             0                             0                             213                           1                             3                             0                             0                             0                             0                             4                             1316                          
Dutch Fork 1                  1354                          112                           165                           83                            0                             0                             0                             360                           152                           227                           75                            0                             0                             0                             454                           39                            64                            34                            0                             0                             0                             137                           2                             3                             0                             0                             0                             0                             5                             956                           
Dutch Fork 2                  1527                          106                           209                           64                            0                             0                             0                             379                           177                           198                           65                            0                             0                             0                             440                           40                            83                            46                            0                             0                             0                             169                           4                             1                             1                             0                             0                             0                             6                             994                           
Dutch Fork 3                  2588                          136                           264                           98                            0                             0                             0                             498                           408                           547                           149                           0                             0                             0                             1104                          46                            107                           59                            0                             0                             0                             212                           3                             5                             2                             0                             0                             0                             10                            1824                          
Dutch Fork 4                  1898                          147                           263                           93                            0                             0                             0                             503                           161                           293                           48                            0                             0                             0                             502                           54                            119                           55                            0                             0                             0                             228                           3                             8                             2                             0                             0                             0                             13                            1246                          
Friarsgate 1                  1805                          110                           209                           72                            0                             0                             0                             391                           254                           164                           42                            0                             0                             0                             460                           68                            122                           45                            0                             0                             0                             235                           6                             5                             1                             0                             0                             0                             12                            1098                          
Friarsgate 2                  1516                          83                            183                           60                            0                             0                             0                             326                           183                           173                           41                            0                             0                             0                             397                           59                            111                           52                            0                             0                             0                             222                           3                             3                             1                             0                             0                             0                             7                             952                           
Old Friarsgate                1404                          151                           184                           62                            0                             0                             0                             397                           86                            128                           37                            0                             0                             0                             251                           51                            97                            48                            0                             0                             0                             196                           3                             4                             0                             0                             0                             0                             7                             851                           
Harbison 1                    2489                          190                           201                           69                            0                             0                             0                             460                           213                           125                           41                            0                             0                             0                             379                           96                            155                           116                           0                             0                             0                             367                           2                             0                             3                             0                             0                             0                             5                             1211                          
Harbison 2                    1460                          27                            38                            32                            0                             0                             0                             97                            22                            28                            12                            0                             0                             0                             62                            27                            43                            23                            0                             0                             0                             93                            3                             0                             0                             0                             0                             0                             3                             255                           
Oak Pointe 1                  1413                          92                            179                           53                            0                             0                             0                             324                           155                           199                           50                            0                             0                             0                             404                           43                            87                            35                            0                             0                             0                             165                           0                             2                             1                             0                             0                             0                             3                             896                           
Oak Pointe 2                  803                           74                            87                            36                            0                             0                             0                             197                           105                           97                            33                            0                             0                             0                             235                           19                            53                            23                            0                             0                             0                             95                            0                             0                             0                             0                             0                             0                             0                             527                           
Oak Pointe 3                  1175                          145                           169                           54                            0                             0                             0                             368                           96                            77                            27                            0                             0                             0                             200                           75                            63                            33                            0                             0                             0                             171                           2                             2                             0                             0                             0                             0                             4                             743                           
Parkridge 1                   1063                          68                            129                           50                            0                             0                             0                             247                           65                            88                            41                            0                             0                             0                             194                           46                            55                            39                            0                             0                             0                             140                           2                             1                             1                             0                             0                             0                             4                             585                           
Parkridge 2                   1099                          69                            81                            20                            0                             0                             0                             170                           79                            63                            27                            0                             0                             0                             169                           55                            68                            29                            0                             0                             0                             152                           1                             0                             0                             0                             0                             0                             1                             492                           
Riversprings 1                1237                          105                           200                           77                            0                             0                             0                             382                           116                           242                           61                            0                             0                             0                             419                           11                            45                            24                            0                             0                             0                             80                            2                             3                             1                             0                             0                             0                             6                             887                           
Riversprings 2                1543                          112                           204                           92                            0                             0                             0                             408                           106                           179                           73                            0                             0                             0                             358                           50                            95                            40                            0                             0                             0                             185                           7                             2                             1                             0                             0                             0                             10                            961                           
Riversprings 3                1648                          93                            243                           115                           0                             0                             0                             451                           133                           300                           91                            0                             0                             0                             524                           21                            63                            50                            0                             0                             0                             134                           1                             3                             1                             0                             0                             0                             5                             1114                          
Riverwalk                     3018                          185                           404                           170                           0                             0                             0                             759                           168                           275                           103                           0                             0                             0                             546                           103                           236                           131                           0                             0                             0                             470                           5                             7                             1                             0                             0                             0                             13                            1788                          
Spring Hill                   2666                          219                           284                           105                           0                             0                             0                             608                           403                           484                           162                           0                             0                             0                             1049                          57                            78                            53                            0                             0                             0                             188                           5                             2                             1                             0                             0                             0                             8                             1853                          
Springville 1                 2290                          204                           208                           81                            0                             0                             0                             493                           349                           395                           120                           0                             0                             0                             864                           61                            87                            33                            0                             0                             0                             181                           3                             3                             1                             0                             0                             0                             7                             1545                          
Springville 2                 1997                          119                           174                           76                            0                             0                             0                             369                           282                           417                           111                           0                             0                             0                             810                           35                            63                            59                            0                             0                             0                             157                           6                             2                             0                             0                             0                             0                             8                             1344                          
Failsafe                      0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
Provisional                   0                             0                             0                             0                             0                             4                             0                             4                             0                             0                             0                             0                             4                             0                             4                             0                             0                             0                             0                             3                             0                             3                             0                             0                             0                             0                             0                             0                             0                             11                            
Failsafe Provisional          0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
