




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Parkway 2                     2201                          483                           483                           460                           460                           6                             6                             949                           
Parkway 3                     1840                          394                           394                           329                           329                           13                            13                            736                           
Pennington 1                  1012                          232                           232                           377                           377                           7                             7                             616                           
Pennington 2                  1454                          327                           327                           456                           456                           5                             5                             788                           
Pine Grove                    1632                          298                           298                           220                           220                           8                             8                             526                           
Pine Lakes 1                  1117                          185                           185                           153                           153                           2                             2                             340                           
Pine Lakes 2                  1555                          271                           271                           220                           220                           3                             3                             494                           
Pinewood                      1838                          293                           293                           275                           275                           6                             6                             574                           
Polo Road                     2456                          430                           430                           434                           434                           11                            11                            875                           
Pontiac 1                     2458                          388                           388                           467                           467                           6                             6                             861                           
Pontiac 2                     1583                          309                           309                           369                           369                           13                            13                            691                           
Rice Creek 1                  1692                          288                           288                           268                           268                           6                             6                             562                           
Rice Creek 2                  2681                          514                           514                           460                           460                           6                             6                             980                           
Ridge View 1                  2391                          460                           460                           443                           443                           13                            13                            916                           
Ridge View 2                  2926                          582                           582                           568                           568                           22                            22                            1172                          
Ridgewood                     676                           93                            93                            56                            56                            0                             0                             149                           
Riverside                     1278                          192                           192                           200                           200                           1                             1                             393                           
Riversprings 1                1149                          272                           272                           348                           348                           0                             0                             620                           
Riversprings 2                1406                          278                           278                           339                           339                           10                            10                            627                           
Riversprings 3                1477                          307                           307                           414                           414                           5                             5                             726                           
Riverwalk                     2773                          509                           509                           563                           563                           10                            10                            1082                          
Round Top                     720                           136                           136                           142                           142                           6                             6                             284                           
St. Andrews                   1223                          236                           236                           234                           234                           12                            12                            482                           
Sandlapper                    2715                          617                           617                           603                           603                           16                            16                            1236                          
Satchelford                   1388                          280                           280                           404                           404                           7                             7                             691                           
Skyland                       1124                          204                           204                           228                           228                           2                             2                             434                           
South Beltline                1420                          256                           256                           278                           278                           5                             5                             539                           
Spring Hill                   2140                          368                           368                           636                           636                           2                             2                             1006                          
Spring Valley                 2754                          526                           526                           572                           572                           8                             8                             1106                          
Spring Valley West            2790                          481                           481                           440                           440                           14                            14                            935                           
Springville 1                 1972                          356                           356                           562                           562                           6                             6                             924                           
Springville 2                 1783                          297                           297                           481                           481                           10                            10                            788                           
Trenholm Road                 1057                          175                           175                           247                           247                           7                             7                             429                           
Trinity                       1260                          202                           202                           220                           220                           11                            11                            433                           
Valhalla                      2299                          397                           397                           504                           504                           19                            19                            920                           
Valley State Park             3055                          638                           638                           538                           538                           26                            26                            1202                          
Walden                        1128                          152                           152                           142                           142                           2                             2                             296                           
Webber                        1120                          138                           138                           149                           149                           0                             0                             287                           
Westminster                   1800                          303                           303                           264                           264                           6                             6                             573                           
Whitewell                     1829                          256                           256                           239                           239                           5                             5                             500                           
Wildewood                     2869                          464                           464                           588                           588                           8                             8                             1060                          
Woodfield                     2596                          373                           373                           339                           339                           5                             5                             717                           
Woodlands                     2178                          495                           495                           716                           716                           13                            13                            1224                          
Absentee                      0                             5941                          5941                          5361                          5361                          169                           169                           11471                         
Absentee 2                    0                             4488                          4488                          2822                          2822                          74                            74                            7384                          
Emergency                     0                             0                             0                             0                             0                             0                             0                             0                             
Emergency 2                   0                             0                             0                             0                             0                             0                             0                             0                             
Failsafe                      0                             62                            62                            59                            59                            3                             3                             124                           
Failsafe 2                    0                             60                            60                            53                            53                            1                             1                             114                           
Provisional                   0                             1                             1                             0                             0                             0                             0                             1                             
Provisional 2                 0                             4                             4                             3                             3                             0                             0                             7                             
Failsafe Provisional          0                             28                            28                            25                            25                            4                             4                             57                            
Totals:                       252421                        55988                         55988                         56095                         56095                         1350                          1350                          113433                        

                                                                                                                                         School Board District 1 At Large (Vote For 1)
                                                            Yolanda Anderson                                            Jackie Barker                                               Dwayne Smiling                                              Write-In                                                    
County                        Registered Voters             Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Election Day                  Choice Total                  Total                         
Ward 1                        1424                          142                           142                           144                           144                           50                            50                            4                             4                             340                           
Ward 2                        1111                          104                           104                           50                            50                            33                            33                            4                             4                             191                           
Ward 3                        1558                          228                           228                           207                           207                           75                            75                            8                             8                             518                           
Ward 4                        1473                          211                           211                           230                           230                           91                            91                            5                             5                             537                           
Ward 5                        1299                          115                           115                           118                           118                           34                            34                            3                             3                             270                           
Ward 6                        1344                          173                           173                           255                           255                           75                            75                            4                             4                             507                           
Ward 7                        1188                          170                           170                           18                            18                            49                            49                            4                             4                             241                           
Ward 8                        2236                          134                           134                           21                            21                            41                            41                            1                             1                             197                           
Ward 9                        1182                          160                           160                           37                            37                            54                            54                            5                             5                             256                           
Ward 10                       1491                          106                           106                           472                           472                           42                            42                            4                             4                             624                           
Ward 11                       1391                          183                           183                           179                           179                           70                            70                            2                             2                             434                           
Ward 12                       1502                          131                           131                           395                           395                           51                            51                            3                             3                             580                           
Ward 13                       2004                          184                           184                           599                           599                           76                            76                            5                             5                             864                           
Ward 14                       1541                          87                            87                            633                           633                           41                            41                            3                             3                             764                           
Ward 15                       1006                          58                            58                            332                           332                           37                            37                            3                             3                             430                           
Ward 16                       1317                          48                            48                            520                           520                           48                            48                            2                             2                             618                           
Ward 17                       1573                          92                            92                            573                           573                           53                            53                            1                             1                             719                           
Ward 18                       1183                          203                           203                           70                            70                            53                            53                            2                             2                             328                           
Ward 19                       1373                          235                           235                           31                            31                            68                            68                            0                             0                             334                           
Ward 20                       1802                          319                           319                           197                           197                           96                            96                            6                             6                             618                           
Ward 21                       1594                          306                           306                           58                            58                            82                            82                            2                             2                             448                           
Ward 22                       1506                          347                           347                           63                            63                            87                            87                            3                             3                             500                           
Ward 23                       956                           93                            93                            234                           234                           37                            37                            2                             2                             366                           
Ward 24                       952                           39                            39                            369                           369                           40                            40                            1                             1                             449                           
Ward 25                       1585                          72                            72                            648                           648                           48                            48                            4                             4                             772                           
Ward 26                       1509                          151                           151                           157                           157                           48                            48                            2                             2                             358                           
Ward 29                       1363                          273                           273                           42                            42                            74                            74                            2                             2                             391                           
Ward 30                       1139                          118                           118                           102                           102                           46                            46                            3                             3                             269                           
Ward 31                       951                           182                           182                           30                            30                            40                            40                            0                             0                             252                           
Ward 32                       958                           123                           123                           24                            24                            47                            47                            1                             1                             195                           
Ward 33                       1057                          136                           136                           95                            95                            43                            43                            2                             2                             276                           
Ward 34                       1171                          135                           135                           205                           205                           58                            58                            4                             4                             402                           
Ardincaple                    498                           96                            96                            20                            20                            52                            52                            0                             0                             168                           
Beatty Road                   973                           144                           144                           26                            26                            24                            24                            2                             2                             196                           
Bluff                         2014                          249                           249                           64                            64                            129                           129                           1                             1                             443                           
Blythewood 1                  1828                          0                             0                             0                             0                             0                             0                             0                             0                             0                             
Blythewood 3                  2329                          3                             3                             2                             2                             2                             2                             0                             0                             7                             
Brandon 1                     1883                          327                           327                           145                           145                           136                           136                           4                             4                             612                           
Brandon 2                     1952                          334                           334                           136                           136                           107                           107                           9                             9                             586                           
Caughman Road                 1919                          328                           328                           144                           144                           188                           188                           1                             1                             661                           
College Place                 1575                          311                           311                           45                            45                            124                           124                           1                             1                             481                           
Cooper                        1192                          12                            12                            61                            61                            7                             7                             1                             1                             81                            
Dennyside                     1056                          150                           150                           79                            79                            58                            58                            1                             1                             288                           
Eastover                      1295                          141                           141                           25                            25                            79                            79                            1                             1                             246                           
Edgewood                      1916                          238                           238                           32                            32                            57                            57                            0                             0                             327                           
Fairlawn                      2853                          475                           475                           124                           124                           172                           172                           4                             4                             775                           
Fairwold                      852                           189                           189                           36                            36                            49                            49                            0                             0                             274                           
East Forest Acres             1304                          46                            46                            339                           339                           34                            34                            6                             6                             425                           
North Forest Acres            1389                          146                           146                           252                           252                           54                            54                            6                             6                             458                           
South Forest Acres            1583                          108                           108                           483                           483                           57                            57                            2                             2                             650                           
Gadsden                       1400                          190                           190                           58                            58                            107                           107                           5                             5                             360                           
Garners                       913                           110                           110                           65                            65                            64                            64                            2                             2                             241                           
Greenview                     1673                          350                           350                           64                            64                            86                            86                            0                             0                             500                           
Gregg Park                    2076                          12                            12                            31                            31                            7                             7                             0                             0                             50                            
Hampton                       1664                          237                           237                           218                           218                           70                            70                            2                             2                             527                           
Harbison 2                    1339                          145                           145                           71                            71                            52                            52                            3                             3                             271                           
Hopkins 1                     1392                          150                           150                           47                            47                            98                            98                            1                             1                             296                           
Hopkins 2                     1641                          224                           224                           62                            62                            94                            94                            3                             3                             383                           
Horrell Hill                  2297                          327                           327                           169                           169                           166                           166                           5                             5                             667                           
Hunting Creek                 481                           63                            63                            53                            53                            44                            44                            0                             0                             160                           
Keels 2                       1474                          0                             0                             0                             0                             0                             0                             0                             0                             0                             
Keenan                        1756                          231                           231                           250                           250                           109                           109                           4                             4                             594                           
Kingswood                     2818                          565                           565                           140                           140                           193                           193                           5                             5                             903                           
Lincolnshire                  2114                          449                           449                           64                            64                            91                            91                            1                             1                             605                           
Lykesland                     1809                          269                           269                           142                           142                           244                           244                           6                             6                             661                           
Meadowfield                   1717                          174                           174                           417                           417                           85                            85                            2                             2                             678                           
Meadowlake                    2218                          373                           373                           58                            58                            150                           150                           2                             2                             583                           
McEntire                      842                           116                           116                           68                            68                            67                            67                            2                             2                             253                           
Mill Creek                    1246                          248                           248                           89                            89                            110                           110                           4                             4                             451                           
Monticello                    1727                          285                           285                           125                           125                           96                            96                            2                             2                             508                           
Oakwood                       977                           86                            86                            228                           228                           39                            39                            0                             0                             353                           
Olympia                       2280                          227                           227                           108                           108                           72                            72                            8                             8                             415                           
Pennington 1                  1012                          65                            65                            458                           458                           31                            31                            1                             1                             555                           
Pennington 2                  1454                          174                           174                           348                           348                           83                            83                            7                             7                             612                           
Pine Grove                    1632                          361                           361                           70                            70                            93                            93                            5                             5                             529                           
Pine Lakes 1                  1117                          233                           233                           48                            48                            87                            87                            2                             2                             370                           
Pine Lakes 2                  1555                          306                           306                           59                            59                            153                           153                           2                             2                             520                           
Pinewood                      1838                          337                           337                           79                            79                            183                           183                           3                             3                             602                           
Ridgewood                     676                           142                           142                           21                            21                            72                            72                            0                             0                             235                           
Riverside                     1278                          169                           169                           75                            75                            54                            54                            2                             2                             300                           
St. Andrews                   1223                          230                           230                           86                            86                            70                            70                            7                             7                             393                           
Satchelford                   1388                          106                           106                           418                           418                           63                            63                            3                             3                             590                           
Skyland                       1124                          183                           183                           90                            90                            53                            53                            2                             2                             328                           
South Beltline                1420                          217                           217                           149                           149                           56                            56                            6                             6                             428                           
Spring Valley West            2790                          30                            30                            20                            20                            5                             5                             1                             1                             56                            
Trenholm Road                 1057                          20                            20                            66                            66                            12                            12                            1                             1                             99                            
Trinity                       1260                          219                           219                           112                           112                           115                           115                           1                             1                             447                           
Valley State Park             3055                          6                             6                             2                             2                             0                             0                             0                             0                             8                             
Walden                        1128                          185                           185                           50                            50                            47                            47                            1                             1                             283                           
Webber                        1120                          143                           143                           71                            71                            69                            69                            1                             1                             284                           
Westminster                   1800                          312                           312                           81                            81                            80                            80                            1                             1                             474                           
